INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																																											
Index	–ﬁ¿Ìµ»º∂	 ’π∫µ»º∂	RepairType(–ﬁ¿Ì¿‡–Õ)	 ’π∫¿‡–Õ	–ﬁ¿Ìª®∑—	–ﬁ¿Ì≥…π¶º∏¬ 	"ho· t? ??n v? (1??i bi?u kim t? , 2??i bi?u thi?n ·c , 4, bang c?ng , 3??i bi?u s? ??c ?i?m , 5nguyÍn b?o , 6t?ng ?i?m , 7s? mÙn c?ng hi?n ??c /?? )"	ƒ‹∑Òªÿπ∫	Scale(º€∏Òœµ ˝)	Time(À¢–¬ ±º‰)	Num(…Ã∆∑ ˝¡ø)	 «∑ÒÀÊª˙…ÃµÍ	ÀÊª˙…ÃµÍ≈‰÷√Œƒº˛¬∑æ∂	 «∑Òƒ‹πªπ∫¬Ú∂‡∏ˆŒÔ∆∑	 «∑ÒÀÊª˙≈≈–Ú	 «∑Ò ‹…±∆¯÷µ”∞œÏ	…±∆¯’€ø€(-3)	…±∆¯’€ø€(-2)	…±∆¯’€ø€(-1)	…±∆¯’€ø€(0)	…±∆¯’€ø€(1)	…±∆¯’€ø€(2)	…±∆¯’€ø€(3)	…±∆¯’€ø€(4)	PID(…Ã∆∑±‡∫≈1)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑1º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈2)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑2º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈3)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑3º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈4)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑4º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈5)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑5º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈6)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑6º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈7)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑7º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈8)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑8º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈9)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑9º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈10)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑10º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈11)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑11º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈12)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑12º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈13)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑13º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈14)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑14º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈15)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑15º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈16)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑16º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈17)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑17º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈18)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑18º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈19)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑19º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈20)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑20º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈21)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑21º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈22)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑22º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈23)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑23º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈24)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑24º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈25)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑25º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈26)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑26º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈27)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑27º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈28)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑28º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈29)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑29º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈30)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑30º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈31)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑31º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈32)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑32º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈33)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑33º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈34)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑34º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈35)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑35º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈36)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑36º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈37)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑37º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈38)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑38º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈39)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑39º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈40)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑40º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈41)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑41º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈42)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑42º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈43)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑43º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈44)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑44º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈45)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑45º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈46)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑46º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈47)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑47º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈48)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑48º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈49)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑49º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´	PID(…Ã∆∑±‡∫≈50)	PNUM(√ø◊È∂‡…Ÿ∏ˆ)	PMAX(”–œﬁ…Ã∆∑µƒ ˝¡ø…œœﬁ)	…Ã∆∑50º€∏Ò	…Ã∆∑’€ø€	…Ã∆∑—’…´																																																											
1	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30506001	1	-1	100	100		10100000	1	-1	100	100		10100001	1	-1	100	100		10101000	1	-1	100	100		10101001	1	-1	100	100		10102000	1	-1	100	100		10102001	1	-1	100	100		10103000	1	-1	100	100		10103001	1	-1	100	100		10104000	1	-1	100	100		10104001	1	-1	100	100		10105000	1	-1	100	100		10105001	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
2	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30507001	1	-1	100	100		10110001	1	-1	100	100		10110002	1	-1	100	100		10110003	1	-1	100	100		10111001	1	-1	100	100		10111002	1	-1	100	100		10111003	1	-1	100	100		10112001	1	-1	100	100		10112002	1	-1	100	100		10112003	1	-1	100	100		10113001	1	-1	100	100		10113002	1	-1	100	100		10113003	1	-1	100	100		30507011	1	-1	100	100		30507021	1	-1	100	100		30507031	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
3	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10120001	1	-1	100	100		10121001	1	-1	100	100		10122001	1	-1	100	100		30508001	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
4	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101031	1	-1	100	100		30101032	1	-1	100	100		30101033	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30101041	1	-1	100	100		30101042	1	-1	100	100		30101043	1	-1	100	100		30101044	1	-1	100	100		30101045	1	-1	100	100		30101046	1	-1	100	100		30101047	1	-1	100	100		30101048	1	-1	100	100		30101049	1	-1	100	100		30101050	1	-1	100	100		30001001	1	-1	100	100		30001002	1	-1	100	100		30002001	1	-1	100	100		30002002	1	-1	100	100		30003001	1	-1	100	100		30003002	1	-1	100	100		30303001	1	-1	100	100		30303051	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
5	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101031	1	-1	100	100		30101032	1	-1	100	100		30101041	1	-1	100	100		30101042	1	-1	100	100		30304030	1	-1	100	100		30304031	1	-1	100	100		30304036	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
6	40	120	1	9	1	1	1	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30501106	1	-1	100	100		10100031	1	-1	100	100		10102012	1	-1	100	100		10102013	1	-1	100	100		30008010	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
7	40	120	1	9	1	1	1	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30602001	1	-1	100	100		30602002	1	-1	100	100		30603001	1	-1	100	100		30603002	1	-1	100	100		30604001	1	-1	100	100		30604002	1	-1	100	100		30605001	1	-1	100	100		30605002	1	-1	100	100		30601001	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
8	40	120	1	9	1	1	1	1	1	1500000	50	0		0	1	0	96	97	98	100	200	300	400	500	20101001	1	20	100	100		20101002	1	20	100	100		20101003	1	20	100	100		20101004	1	20	100	100		20101005	1	20	100	100		20103001	1	20	100	100		20103002	1	20	100	100		20104001	1	20	100	100		20104002	1	20	100	100		20105001	1	20	100	100		20105002	1	20	100	100		20304005	1	20	100	100		20304006	1	20	100	100		20107001	1	20	100	100		20107002	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
9	40	0	1	9	1	1	1	0	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505023	1	-1	100	100		30505024	1	-1	100	100		30505025	1	-1	100	100		30505026	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
